Store,Sales_recent,customer_recent,Sales_total,customer_total,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
667,0.68564094,0.0789938285,0.8263212869,0.1429884393,d,c,2870.0,9.0,2012.0,0,,,
668,0.8555974795,1.0326120204,0.8928398651,1.080765393,c,a,1270.0,9.0,2010.0,0,,,
669,-0.926672497,-0.918570586,-1.26047605,-1.091718283,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
670,-0.167810097,-0.14588909,-0.602196416,-0.467893657,a,a,2060.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
671,-0.112857694,-0.296271284,-0.807431941,-0.683518219,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
672,0.4992234382,1.3023913507,0.8330403818,1.6608027165,c,a,240.0,9.0,2002.0,0,,,
673,0.3082381158,-0.367609663,0.1381073197,-0.40974911,d,c,15170.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
674,-0.048692423,0.1255530701,0.4329475175,0.5872851272,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
675,-1.303246254,-0.920248263,-0.987114304,-0.746543705,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
676,1.588797405,4.0889975951,0.9171635934,3.1891699303,b,b,1410.0,9.0,2008.0,0,,,
677,-0.029844201,-0.504911916,-0.168799678,-0.594059514,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
678,0.2299945988,0.2509185792,0.2148431655,0.2143676497,c,a,3250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
679,1.1887281061,0.7960150578,1.2958564146,0.8354908545,a,a,4140.0,9.0,2012.0,0,,,
680,-0.747103319,0.030860837,-0.608037637,0.1396436672,c,a,170.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
681,-1.338709894,-0.673139839,-1.299515575,-0.665012011,a,c,620.0,,,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
682,2.7385707486,3.6646493028,2.7109825636,3.5424192285,b,a,150.0,9.0,2006.0,0,,,
683,0.5569605984,0.2215518126,0.9757003317,0.3642587395,a,a,2850.0,7.0,2014.0,0,,,
684,0.6907902433,-0.193101587,-0.238167119,-0.631754669,d,c,680.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
685,-0.525740059,-0.566941416,-0.052389347,-0.329930833,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
686,-0.336485557,-0.034999111,-0.200945865,0.033756518,a,a,20050.0,4.0,2002.0,0,,,
687,0.8357839051,0.0400657891,0.6430177569,-0.01815474,d,c,2770.0,,,0,,,
688,-1.415147634,-1.045316838,-1.254072129,-0.963651913,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
689,-0.183239836,-0.193487601,0.1207333013,-0.066993665,d,a,15040.0,10.0,2004.0,0,,,
690,-0.576569839,0.1140320333,-0.467803244,0.1295568322,a,a,100.0,,,0,,,
691,0.4616973504,-0.403568363,0.6424376322,-0.307282228,d,c,3030.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
692,-0.231218987,0.0447276519,-0.069209889,0.142121884,a,a,40.0,8.0,2001.0,0,,,
693,-0.162383681,-0.675916171,-0.054643736,-0.628203105,d,a,450.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
694,0.508733863,0.0659435819,-0.134201284,-0.31099463,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
695,-0.565628421,-0.647811374,-0.546395284,-0.58198354,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
696,0.617659687,0.6823784393,0.4546099492,0.6660858584,a,c,430.0,,,0,,,
697,1.6268845329,0.6681553036,1.5547201665,0.6728935694,d,a,3780.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
698,3.8297029078,3.332187218,3.5539524914,3.0877205947,a,a,1790.0,5.0,2011.0,0,,,
699,0.1932203502,0.2115005988,0.5666939431,0.5635763055,a,a,180.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
700,-1.012659276,-0.559354754,-1.009360448,-0.586152196,a,c,830.0,,,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
701,-0.476043717,-0.337916269,-0.857326256,-0.610445287,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
702,-1.1186527,-1.07547048,-1.305186653,-1.187068907,a,a,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
703,-1.498642669,-1.056941802,-1.385791192,-0.994483557,a,a,80.0,6.0,2005.0,0,,,
704,1.5133250173,0.9213063334,1.471308274,0.8734617322,d,c,1910.0,4.0,2009.0,0,,,
705,0.423074168,0.4952358242,0.4812546889,0.5570377519,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
706,-0.525274419,-0.641828155,-0.868708898,-0.825259093,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
707,0.6171213611,0.415687222,0.6219656862,0.4410046844,a,c,2900.0,7.0,1990.0,0,,,
708,-0.549208344,-0.557870084,-1.087425148,-0.82790143,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
709,1.2252706701,1.5150554379,1.2729512245,1.4436354244,a,a,500.0,12.0,2010.0,0,,,
710,-0.911690227,-0.967564686,-1.25014245,-1.134051479,d,a,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
711,-0.151001608,-0.687110581,-0.491855872,-0.85035309,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct"
712,-0.446224548,-0.540187668,-0.652532487,-0.722677327,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
713,0.9151267881,1.0101638146,1.5794246657,1.4633232982,a,c,220.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
714,-0.735078435,-1.004681429,-0.886078816,-1.051466133,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
715,-0.324612858,-0.264068798,-0.11804235,-0.175618341,a,a,14810.0,6.0,2014.0,0,,,
716,-0.549998798,-0.80766576,-0.877055109,-0.968427815,d,a,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
717,-0.568419993,-0.509247151,-0.482611287,-0.465533607,d,c,310.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
718,0.2695377053,0.1992520738,0.467025746,0.2964868939,a,a,1100.0,6.0,2015.0,0,,,
719,-0.780924724,-0.814213154,-0.983354768,-0.963438557,c,c,8190.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
720,0.0410081239,-0.156029384,0.1797866172,-0.049603476,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
721,0.2994363732,-0.021577697,0.3836046288,0.0500503835,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
722,0.9589674164,1.9892589385,1.2527539666,2.177903179,a,a,50.0,,,0,,,
723,0.3679968376,-0.348665277,0.115126283,-0.442845614,d,c,5650.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
724,-0.02146267,-0.158761177,0.0204101577,-0.108358551,d,c,5900.0,,,0,,,
725,-0.525510646,-0.436335023,-0.39022386,-0.363874198,d,c,17540.0,6.0,2012.0,0,,,
726,1.640651594,0.7947530885,1.7170761713,0.8295300045,a,c,40540.0,2.0,2002.0,0,,,
727,-0.979982664,-0.773919218,-0.886612306,-0.735104518,a,a,2050.0,3.0,2007.0,0,,,
728,-0.67989889,-0.78465338,-0.610623087,-0.727719104,d,a,13990.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
729,1.5845339544,0.8773452637,1.5119000938,0.871554654,c,c,8980.0,6.0,2011.0,0,,,
730,0.1227200953,0.3445418502,0.5370691457,0.6369709134,c,a,1190.0,9.0,2013.0,0,,,
731,0.7982805315,0.3809459511,0.9788197834,0.5261568721,a,a,15270.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
732,-0.202437856,-0.05576964,-0.067396231,0.021181619,a,c,35280.0,,,0,,,
733,4.5062218822,8.6427319442,4.509665972,8.6276151848,b,b,860.0,10.0,1999.0,0,,,
734,-0.605714396,-0.630425892,-0.311893184,-0.448579978,a,a,220.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
735,-0.586193835,-0.537856736,-0.49349785,-0.502316254,d,c,1920.0,4.0,2005.0,0,,,
736,-0.675476441,-0.640462259,-1.027831168,-0.856189209,c,c,1650.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
737,-0.363949265,0.2971660402,-0.257049359,0.4012645897,a,a,100.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
738,0.7225469308,-0.108742654,0.6973660151,-0.101688701,d,c,5980.0,10.0,2005.0,0,,,
739,1.3488130654,0.1763881605,0.3471736153,-0.333482396,d,c,2770.0,6.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
740,0.130172616,-0.585974881,0.0935422605,-0.590731153,d,a,6400.0,3.0,2014.0,0,,,
741,0.4586377511,0.5885324679,0.3619304102,0.4721580039,d,c,11900.0,,,0,,,
742,0.5055266216,0.3241424886,0.5046574947,0.3357149332,d,c,4380.0,,,0,,,
743,-1.279169229,-0.886798655,-1.173823248,-0.824934135,a,a,6710.0,11.0,2003.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
744,0.1899290664,0.1659806259,-0.387382171,-0.238154749,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
745,0.1525347208,-0.175953652,0.2981874111,-0.079122157,a,a,17650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
746,-0.110806604,-0.521540217,-0.282138729,-0.590990464,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
747,0.4174546812,-0.164536542,0.5092733812,-0.100326502,c,c,45740.0,8.0,2008.0,0,,,
748,-0.523037072,-0.719713927,-0.408842687,-0.649033257,d,a,2380.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
749,-0.989202348,-0.487303733,-0.627542025,-0.268618763,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
750,-0.748173156,-0.893049114,-1.106477019,-1.07358627,d,a,8670.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
751,-1.16699982,-0.512305571,-1.016240461,-0.428911799,a,a,650.0,10.0,2006.0,0,,,
752,-0.741504275,-0.814628861,-0.602870325,-0.721288869,a,a,970.0,3.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
753,0.6030817298,-0.014406742,0.7778803589,0.0583811311,d,c,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
754,0.1334025716,0.2911679746,0.5414708166,0.5824665545,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
755,1.4889572508,0.373403829,1.496417118,0.3994920902,d,c,13130.0,12.0,2003.0,0,,,
756,3.8888710611,4.1161967439,3.917561557,4.1042030898,a,c,50.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
757,-0.079258887,-0.458827769,-0.222749228,-0.529307482,a,c,3450.0,,,0,,,
758,-0.892560349,-0.353208367,-0.768363205,-0.278088505,a,c,19780.0,6.0,2008.0,0,,,
759,0.0984568141,0.0230366277,0.0991492788,0.0842891651,a,a,110.0,11.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
760,0.3043403635,1.2476812725,0.3421210978,1.2340340791,a,a,560.0,1.0,2011.0,0,,,
761,0.832676606,0.6760388997,0.8079130885,0.6644315256,a,a,2390.0,9.0,2012.0,0,,,
762,-1.096197467,-0.866161746,-1.179585035,-0.920137051,d,c,1280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
763,-0.390104637,-0.478083935,-0.238419771,-0.387244931,d,c,32240.0,3.0,2010.0,0,,,
764,-1.291589339,-0.890064928,-1.308367089,-0.898322178,a,c,26490.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
765,0.6381705866,-0.131354174,0.687954875,-0.083343332,a,c,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
766,-0.136012524,-0.482181623,-0.747363407,-0.814499365,d,c,9820.0,,,0,,,
767,-0.428196308,-0.401667985,-0.279340601,-0.312560338,a,c,13080.0,,,0,,,
768,2.4720494389,1.575065787,2.5204546357,1.5664007074,a,c,2630.0,9.0,2012.0,0,,,
769,3.0214280927,8.6654919307,2.5268088465,7.6307253737,b,b,840.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
770,-0.479907398,-0.306634278,-0.113375216,-0.021026845,a,c,100.0,4.0,2015.0,0,,,
771,-0.102325132,-0.172717072,-0.556722734,-0.489222734,a,a,20640.0,9.0,2007.0,0,,,
772,-1.221416168,-0.582619528,-1.262009383,-0.641401662,d,c,1850.0,,,0,,,
773,-0.70359886,-0.014763063,-0.411594179,0.1339979281,a,a,200.0,,,0,,,
774,-0.621416705,-0.123915979,-0.492148496,-0.060061223,a,c,640.0,9.0,2013.0,0,,,
775,0.5743778274,-0.413382029,0.0708789599,-0.627907689,d,c,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
776,-0.898652291,-0.575314953,-0.788650147,-0.534345976,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
777,-1.009483834,-0.970771573,-1.106011176,-0.999715713,d,c,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
778,-0.53085302,0.0133268879,-0.818347204,-0.261640367,a,a,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
779,0.03624269,-0.167847355,0.1500639366,-0.103562955,a,a,16990.0,4.0,2004.0,0,,,
780,-0.198556004,0.0669976973,-0.082313944,0.1240752135,a,a,18160.0,,,0,,,
781,-0.873582657,-0.238191005,-0.731777936,-0.173008828,a,a,630.0,4.0,2007.0,0,,,
782,-0.557610318,-0.61820706,-0.508199297,-0.583687109,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
783,-0.011509319,-0.193546987,0.0498325264,-0.153938047,d,c,15490.0,,,0,,,
784,-0.099015676,-0.05765517,0.3950400558,0.2139770433,a,a,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
785,0.1851545469,-0.337723262,-0.099909353,-0.460495113,d,c,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
786,-1.448671485,-0.595833088,-1.274921771,-0.480084515,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
787,1.3752319218,1.0086494515,1.388685597,1.0277840707,c,c,3210.0,6.0,2009.0,0,,,
788,4.4339226646,2.4700395259,4.5173444251,2.5248896457,a,c,1530.0,3.0,2013.0,0,,,
789,-1.333926289,-0.691594283,-1.35353431,-0.699283617,a,c,9770.0,7.0,2003.0,0,,,
790,0.1842505227,-0.194333862,0.283596659,-0.146700341,d,c,9070.0,12.0,2003.0,0,,,
791,0.6199492758,0.3217818637,0.3620913282,0.1762162397,a,a,5950.0,4.0,2007.0,0,,,
792,-0.003684286,-0.269532382,0.2505479982,-0.127229106,d,a,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
793,-0.808595132,-0.744329751,-0.770358281,-0.725227757,d,a,2710.0,7.0,2006.0,0,,,
794,-1.482958531,-0.56741651,-1.466738067,-0.559942181,c,c,5090.0,9.0,2006.0,0,,,
795,-0.970317783,-0.749437015,-0.881520327,-0.70108894,d,a,510.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
796,0.2195233644,-0.191988084,0.1928204621,-0.188416444,a,c,7180.0,11.0,2012.0,0,,,
797,-0.804399824,-0.731264658,-1.358017977,-1.049713328,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
798,0.1662926963,0.340681709,0.2858741098,0.4097922816,a,a,9560.0,4.0,2001.0,0,,,
799,1.1662047306,0.3526926868,1.25083935,0.4018258812,a,c,2700.0,,,0,,,
800,-0.929641239,-0.807264899,-0.568628103,-0.619225724,d,a,2020.0,7.0,2014.0,0,,,
801,-0.805576418,-0.69817137,-0.752710087,-0.675194036,d,a,48330.0,4.0,2013.0,0,,,
802,-0.022898206,-0.620300445,0.0491857796,-0.550101527,a,c,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov"
803,-0.493108876,-0.746794303,-0.316076539,-0.6538387,d,a,1760.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
804,-0.801787694,-0.825125476,-1.130436888,-0.996827195,c,c,2100.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
805,-0.604969371,-0.63574101,-0.760023143,-0.727266132,d,a,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
806,-0.058411818,-0.616440303,-0.529221132,-0.82344064,d,a,260.0,,,1,44.0,2010.0,"Feb,May,Aug,Nov"
807,1.1430317298,0.6013451673,1.2309849396,0.6217405475,a,a,3870.0,4.0,2008.0,0,,,
808,0.1948671279,-0.376666148,0.2150650684,-0.356242603,a,a,18620.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
809,0.9640372202,0.0895201366,1.0506814539,0.1552843339,a,a,12770.0,10.0,2000.0,0,,,
810,-0.469163593,-0.703679495,-0.331895188,-0.646006878,d,c,9640.0,11.0,2013.0,0,,,
811,-1.225979446,-0.257877725,-1.039257883,-0.13892432,a,a,410.0,9.0,2012.0,0,,,
812,-0.284788096,0.0086353316,-0.154429803,0.0919535841,d,a,2590.0,9.0,2012.0,0,,,
813,-0.471723481,-0.275664068,-0.38564026,-0.237577045,a,a,1560.0,9.0,2003.0,0,,,
814,0.5642177772,-0.169821966,0.6976883636,-0.111332411,d,c,24530.0,7.0,2013.0,0,,,
815,-0.317328422,-0.386524354,-0.023171969,-0.231127116,a,a,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
816,-0.870868313,-0.130017971,-0.650210963,0.002921592,c,c,460.0,,,0,,,
817,5.252041803,5.4829242786,6.0423375896,6.1602696565,a,a,140.0,3.0,2006.0,0,,,
818,-0.22201066,-0.235756147,-0.253712105,-0.267433814,d,a,490.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
819,-0.462803624,-0.625674949,-0.252140848,-0.506448803,a,c,720.0,10.0,2014.0,0,,,
820,1.8454312346,0.6909895235,1.153060658,0.3286019584,a,c,1650.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
821,-0.009349201,0.2478304662,0.0879239676,0.2943664593,a,a,1700.0,9.0,2009.0,0,,,
822,0.1499112337,-0.410175143,0.4094196671,-0.257520947,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec"
823,-0.408051107,-0.455442722,-0.368142222,-0.429125155,a,c,16210.0,11.0,2010.0,0,,,
824,0.0603174436,0.3945752189,0.0464686229,0.3244267374,a,a,17570.0,,,0,,,
825,-0.820888043,-0.470764513,-1.244956688,-0.79948892,a,a,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
826,0.7509555489,0.0067349544,0.8157529721,0.0681003365,a,c,7980.0,6.0,2005.0,0,,,
827,2.8801163986,2.7572043384,2.4254479356,2.3792820962,a,c,250.0,1.0,2005.0,0,,,
828,-0.70803721,-0.445807215,-0.620850604,-0.392920212,d,c,3290.0,12.0,2014.0,0,,,
829,-0.512597638,0.0381357185,-0.32971972,0.1316017714,c,a,110.0,,,0,,,
830,-0.265124435,-0.581030931,-0.231137975,-0.548089411,a,c,6320.0,,,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
831,2.2771504643,2.1123380563,2.3662665003,2.1363118071,a,a,800.0,6.0,2007.0,0,,,
832,-0.171539764,-0.505327623,-0.077715994,-0.474625873,d,a,5070.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
833,-0.646670324,-0.679390299,-0.499196602,-0.601664849,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
834,-0.437000322,-0.291728194,-0.341561029,-0.250440796,a,a,3470.0,3.0,2012.0,0,,,
835,-0.613836985,-0.277757453,-0.660139706,-0.23619187,a,a,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
836,-0.371610756,-0.101512313,-0.338616845,-0.074431598,a,a,2720.0,9.0,2012.0,0,,,
837,-1.191042774,-0.598639114,-1.362504719,-0.761652621,a,c,14600.0,4.0,2015.0,0,,,
838,0.6587042004,0.2714664078,0.5015211313,0.2030170882,d,c,6890.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
839,-1.193146107,-0.577111403,-0.63943612,-0.230815288,c,a,240.0,1.0,2015.0,0,,,
840,-0.030700525,0.6705159284,0.2412157796,0.8211237616,a,a,1070.0,9.0,2009.0,0,,,
841,-1.742463432,-0.959443543,-1.511189869,-0.840692968,a,a,27650.0,8.0,2004.0,0,,,
842,5.0659559281,1.0863125233,3.2214841323,0.4503890844,d,c,1200.0,11.0,2007.0,0,,,
843,0.7838252308,0.7469764178,1.1049220919,0.9765818127,c,a,60.0,4.0,2006.0,0,,,
844,-1.181296122,-0.843253293,-1.031212496,-0.734510403,a,a,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
845,-0.873880212,-1.067928358,-0.779203133,-0.984327791,d,a,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
846,0.8536486033,0.190373749,0.9832224791,0.3148585227,a,c,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
847,-0.131353847,0.4779097289,0.1287858632,0.6785688501,c,c,190.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
848,-0.097307571,0.0607620846,-0.106737093,-0.009663154,a,c,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
849,0.5428573674,0.3541328164,0.5771853863,0.3921460646,c,c,5000.0,,,0,,,
850,-0.283597873,-0.322921105,-0.245807649,-0.241115479,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
851,-0.726110878,-0.815074262,-0.961086588,-0.937011903,d,c,2330.0,,,1,49.0,2014.0,"Mar,Jun,Sept,Dec"
852,-1.04663741,-0.494296528,-0.855704264,-0.39902877,c,a,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
853,0.9665107938,0.727809332,0.9811208082,0.7061082401,a,a,14040.0,,,0,,,
854,-0.32004958,-0.305505929,-0.070339903,-0.153101033,c,a,4770.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
855,-0.435705614,-0.334041281,-0.404770539,-0.329087254,a,a,3440.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
856,0.0527422664,0.5170604688,0.1702447952,0.5690612066,a,a,3020.0,2.0,2010.0,0,,,
857,0.4205120091,0.5334215288,0.2809153757,0.4701524535,c,a,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec"
858,-0.844672055,-0.856140226,-1.18353675,-1.042354172,a,a,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
859,0.2928946909,-0.026788887,-0.307535073,-0.413212049,c,a,21770.0,7.0,2015.0,0,,,
860,-0.294010051,0.0706499848,-0.38252542,-0.016917273,c,c,5980.0,2.0,2010.0,0,,,
861,-1.294485396,-0.569480201,-1.328936406,-0.618135965,c,c,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
862,0.4511534306,0.7573097188,0.741882389,0.9814725983,a,c,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
863,0.6808437063,0.6977002306,0.8043001209,0.7788266723,a,c,21370.0,11.0,2010.0,0,,,
864,-1.100172448,-0.43652803,-0.999767891,-0.396399563,a,a,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
865,0.4372637129,-0.235058352,0.3212940048,-0.266754356,d,c,2640.0,,,0,,,
866,0.015702262,-0.673288306,0.0516026244,-0.650070497,d,a,9680.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
867,-0.83527293,-0.762309101,-0.747044646,-0.711395696,d,c,21810.0,9.0,2012.0,0,,,
868,1.0812696178,-0.303442238,1.1342286406,-0.224253757,d,c,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
869,-0.431169594,0.2503544047,-0.311712791,0.3316874205,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
870,-0.043238749,0.3017685162,0.0419818808,0.3049784793,a,a,780.0,4.0,2009.0,0,,,
871,-0.049353405,-0.615712815,-0.193705068,-0.666410316,d,c,10620.0,,,0,,,
872,0.2226238492,-0.029253439,0.7084667942,0.2051769117,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
873,-1.332679281,-0.813812293,-1.167125677,-0.727827423,a,a,2040.0,11.0,2008.0,0,,,
874,-0.871383925,-0.573563043,-0.857791073,-0.584130234,a,a,3210.0,,,0,,,
875,-0.861630458,-0.791943108,-0.678721121,-0.693591924,d,a,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
876,0.6902928029,0.4328648503,0.9234429824,0.6610440822,a,a,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
877,-0.261042698,0.3108695415,-0.084167063,0.4149620717,a,c,29190.0,,,0,,,
878,0.5642927339,0.0401103292,0.7862634688,0.1413176945,d,c,1100.0,12.0,2014.0,0,,,
879,-1.247255813,-1.045925553,-1.499945596,-1.186848986,d,a,,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
880,0.3100438927,0.1621204847,0.2898360748,0.1195192333,a,c,4570.0,,,0,,,
881,-1.146756948,-0.405275733,-1.021509756,-0.309596325,a,a,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
882,-0.313035443,0.086417177,-0.095511782,0.2302446496,a,a,30.0,4.0,2013.0,0,,,
883,-0.934134103,-0.686086159,-0.795697227,-0.610780092,a,a,3200.0,6.0,2005.0,0,,,
884,-0.375785622,-0.459109856,-0.934486946,-0.813750976,d,c,7550.0,,,0,,,
885,-0.349455351,0.1044559137,-0.528617946,-0.038476118,a,a,480.0,12.0,2005.0,0,,,
886,-0.144489454,-0.341360702,-0.127373544,-0.338757223,a,c,12430.0,10.0,2004.0,0,,,
887,-0.085221358,-0.487615514,0.0254309016,-0.433517015,d,a,19700.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
888,0.6851275996,0.0754454679,0.5143156491,0.0171245646,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
889,-1.161968631,-0.802395183,-1.042771943,-0.736282902,d,a,18670.0,12.0,2005.0,0,,,
890,-0.359311031,-0.754573972,-0.873070083,-0.988092712,a,a,4450.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
